outreach_priority,city_name,nome,phone,website,indirizzo,google_maps_url,hotelsdrop_url,slug,seo_indexable
high,Catania,Liberty Hotel,095 311651,http://www.libertyhotel.it/,"Via S. Vito, 40, 95124 Catania CT",https://maps.google.com/?cid=4804628806358800476&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/liberty-hotel-catania,liberty-hotel-catania,true
high,Catania,Manganelli Palace Hotel,095 715 1842,http://www.manganellipalace.it/,"Via Recalcaccia, 2, 95131 Catania CT",https://maps.google.com/?cid=16552057004608617858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/manganelli-palace-hotel-catania,manganelli-palace-hotel-catania,true
high,Catania,Ottomood Ala Ovest B&B,+39 347 307 9157,http://www.ottomood.it/,"Viale XX Settembre, 18, 95129 Catania CT, Italia",https://maps.google.com/?cid=7889425218014240710&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/ottomood-ala-ovest-b-b-catania,ottomood-ala-ovest-b-b-catania,true
high,Catania,Palace Catania | UNA Esperienze,095 250 5111,https://www.unaitalianhospitality.com/it/soggiorni/palace-catania-una-esperienze,"Via Etnea, 218, 95131 Catania CT",https://maps.google.com/?cid=4867685984049857626&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/palace-catania-una-esperienze-catania,palace-catania-una-esperienze-catania,true
high,Catania,Palazzo Bruca Catania,338 766 6828,http://www.brucaroomhotelcatania.it/,"Via Vittorio Emanuele II, 201, 95124 Catania CT",https://maps.google.com/?cid=10565883636824867637&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/palazzo-bruca-catania-catania,palazzo-bruca-catania-catania,true
high,Catania,Palazzo Costarelli B&B,+39 347 737 9771,https://palazzocostarelli.kross.travel/,"Via Etnea, 196, 95131 Catania CT, Italia",https://maps.google.com/?cid=8609963675926633059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/palazzo-costarelli-b-b-catania,palazzo-costarelli-b-b-catania,true
high,Catania,Palazzo Marletta Luxury House Hotel,095 668 0166,http://www.palazzomarletta.it/,"Via Erasmo Merletta, 7, 95124 Catania CT",https://maps.google.com/?cid=4246127548632175033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/palazzo-marletta-luxury-house-hotel-catania,palazzo-marletta-luxury-house-hotel-catania,true
high,Catania,Romano House,095 352 0611,http://www.romanohouse.it/,"Via Giovanni di Prima, 20, 95131 Catania CT",https://maps.google.com/?cid=10031269445472682593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/romano-house-catania,romano-house-catania,true
high,Catania,Santuzza Hotel Catania,095 250 0430,http://santuzzahotel.it/,"Via Etnea, 270, 95131 Catania CT",https://maps.google.com/?cid=5811009236163475177&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/santuzza-hotel-catania-catania,santuzza-hotel-catania-catania,true
high,Catania,Stesicoro InHabit B&B Catania - Centro Storico - Via Etnea - Piazza Stesicoro,+39 095 311178,http://www.bbstesicoro.it/,"Ingresso ( Check-in Via Neve 7 Piazza Stesicoro 3, Via Etnea, 123, 95124 Catania CT, Italia",https://maps.google.com/?cid=15395060157450110988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/stesicoro-inhabit-b-b-catania-centro-storico-via-catania,stesicoro-inhabit-b-b-catania-centro-storico-via-catania,true
high,Catania,Taga Suites,+39 342 017 3674,https://www.tagasuites.com/it,"Via Teocrito, 26, 95131 Catania CT, Italia",https://maps.google.com/?cid=4369991373004393464&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/taga-suites-catania,taga-suites-catania,true
high,Catania,Terra d'Amuri Hotel - Catania,389 185 6789,https://terradamurihotel.com/,"Via Giuseppe Garibaldi, 117, 95121 Catania CT",https://maps.google.com/?cid=958304401756463131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/terra-d-amuri-hotel-catania-catania,terra-d-amuri-hotel-catania-catania,true
high,Cattolica Eraclea,B&B a Siculiana - Santa Lucia al Mare,380 794 9047,https://www.santalucialmare.it/,"Via Fontanelle, 2, 92010 Siculiana AG",https://maps.google.com/?cid=4906677647672730703&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-a-siculiana-santa-lucia-al-mare-cattolica-eraclea,b-b-a-siculiana-santa-lucia-al-mare-cattolica-eraclea,true
high,Cattolica Eraclea,B&B Figli dei Fiori da Leo e Ginella,328 811 3992,https://b-b-as-a-flower-child-leo-and-ginella.comeviaggiare.top/,"Via Stazione, 22, 92010 Realmonte AG",https://maps.google.com/?cid=10587843176763302727&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-figli-dei-fiori-da-leo-e-ginella-cattolica-eraclea,b-b-figli-dei-fiori-da-leo-e-ginella-cattolica-eraclea,true
high,Cattolica Eraclea,B&B in residence...a due passi dalla scala dei turchi,393 891 8037,https://bb-in-a-due-passi-dalla-scala-dei-turchi.camerainitalia.top/,"Via dei Pini, 1, 92014 Porto Empedocle AG",https://maps.google.com/?cid=5851858611267603844&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-in-residence-a-due-passi-dalla-scala-dei-tur-cattolica-eraclea,b-b-in-residence-a-due-passi-dalla-scala-dei-tur-cattolica-eraclea,true
high,Cattolica Eraclea,B&B Le Mangiatoie Del Cavaliere,320 689 6437,http://www.lemangiatoiedelcavaliere.it/,"Via Piemonte, 15, 92010 Montallegro AG",https://maps.google.com/?cid=17816773975971434104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-le-mangiatoie-del-cavaliere-cattolica-eraclea,b-b-le-mangiatoie-del-cavaliere-cattolica-eraclea,true
high,Cattolica Eraclea,B&B Mammaliturchi,329 766 5274,https://bb-mammalitruchi.albergo.top/,"Via Linosa, 8, 92010 Realmonte AG",https://maps.google.com/?cid=596862210082887429&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-mammaliturchi-cattolica-eraclea,b-b-mammaliturchi-cattolica-eraclea,true
high,Cattolica Eraclea,B&B MarìSicilia,392 672 5941,https://bb-marisicilia.hotelpreferito.top/,"Via Gardenie, 7, 92014 Porto Empedocle AG",https://maps.google.com/?cid=15105633077514298173&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-marisicilia-cattolica-eraclea,b-b-marisicilia-cattolica-eraclea,true
high,Cattolica Eraclea,Eraclea Minoa Village S.R.L.,0922 846023,https://www.eracleaminoavillage.it/,"Viale Eracle, 2, 92011 Eraclea Minoa AG",https://maps.google.com/?cid=102797034190171696&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/eraclea-minoa-village-s-r-l-cattolica-eraclea,eraclea-minoa-village-s-r-l-cattolica-eraclea,true
high,Cattolica Eraclea,LUMIE DI SICILIA,392 474 5579,https://evelynstravelexperience.eu/lumie-di-sicilia-porto-empedocle-italy,"Via Platani PIANO, TERRA, 92014 Porto Empedocle AG",https://maps.google.com/?cid=16882402048541118540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/lumie-di-sicilia-cattolica-eraclea,lumie-di-sicilia-cattolica-eraclea,true
high,Cebu,Amber Hotel - Cebu,0917 144 9267,https://amberhotelcebu.com/,"Don Julio Llorente St, Cebu City, 6000 Cebu",https://maps.google.com/?cid=13645652043650966525&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/amber-hotel-cebu-cebu,amber-hotel-cebu-cebu,true
high,Cebu,Bayfront Hotel Cebu - Capitol Site,(032) 505 3333,https://www.bayfronthotelcebu.com/,"M.P. Yap, Corner F. Ramos Ext, Cebu City, 6000 Cebu",https://maps.google.com/?cid=9731854298165604961&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/bayfront-hotel-cebu-capitol-site-cebu,bayfront-hotel-cebu-capitol-site-cebu,true
high,Cebu,Cebu Parklane International Hotel,(032) 234 7000,https://www.parklanehotels.com.ph/cebu-parklane-international-hotel/,"N Escario St, Cebu City, 6000 Cebu",https://maps.google.com/?cid=4408432189163502252&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/cebu-parklane-international-hotel-cebu,cebu-parklane-international-hotel-cebu,true
high,Cebu,Crown Regency Hotel & Towers,(032) 418 8888,https://crownregencyhotelandtowers.top/,"Osmeña Blvd, Cebu City, 6000 Cebu",https://maps.google.com/?cid=9457436959607992552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/crown-regency-hotel-towers-cebu,crown-regency-hotel-towers-cebu,true
high,Cebu,Cuarto Hotel Cebu,(032) 238 2337,https://www.facebook.com/cuartohotels/,"Corner J.Llorente, and G, Don Gil Garcia St, Cebu City, 6000 Cebu",https://maps.google.com/?cid=244991750759940983&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/cuarto-hotel-cebu-cebu,cuarto-hotel-cebu-cebu,true
high,Cebu,Holiday Plaza Hotel - Cebu City,0960 006 9628,http://www.holidayplazahotel.com/,"F. Ramos St, Cebu City, 6000 Cebu",https://maps.google.com/?cid=17138714706056593615&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/holiday-plaza-hotel-cebu-city-cebu,holiday-plaza-hotel-cebu-city-cebu,true
high,Cebu,Hotel Elizabeth Cebu,(02) 8912 2691,http://hotelelizabethincebu.com/,"8W82+GVJ, Archbishop Reyes Ave, Cebu City, 6000 Cebu",https://maps.google.com/?cid=14738266028019969671&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-elizabeth-cebu-cebu,hotel-elizabeth-cebu-cebu,true
high,Cebu,Primeway Suites Cebu,0917 630 5494,http://www.primewaysuitescebu.com/,"3rd Floor, Primeway Plaza, G/F Space #3 and #4A, 176 F. Ramos St, Cebu City, 6000 Cebu",https://maps.google.com/?cid=18186215243814305652&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/primeway-suites-cebu-cebu,primeway-suites-cebu-cebu,true
high,Cebu,Rajah Park Hotel,(032) 344 1209,http://www.rajahparkhotelcebu.com/,"Benigno DU Building, Fuente Osmeña Cir, Cebu City, 6000 Cebu",https://maps.google.com/?cid=15155118500715958940&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/rajah-park-hotel-cebu,rajah-park-hotel-cebu,true
high,Cefal�,Hotel Le Calette,0921 424144,https://www.lecalette.it/,"V. Angela di Francesca, 1, 90015 Cefalù PA",https://maps.google.com/?cid=1715463138028746635&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-le-calette-cefal,hotel-le-calette-cefal,true
high,Cefal�,La Plumeria Hotel Restaurant,0921 925897,https://viaggiesapori.com/laplumeriahotel,"Corso Ruggero, 185, 90015 Cefalù PA",https://maps.google.com/?cid=6110563585158415123&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/la-plumeria-hotel-restaurant-cefal,la-plumeria-hotel-restaurant-cefal,true
high,Cefal�,Salemare Rooms & Suites,0921 571228,http://www.salemare.it/,"Cortile Cristoforo Colombo, 90015 Cefalù PA",https://maps.google.com/?cid=3967682116400209449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/salemare-rooms-suites-cefal,salemare-rooms-suites-cefal,true
high,Cefal� Diana,b&b Caravella Mezzojuso,347 880 2412,https://bb-caravella.italyexperience.top/,"Corso Vittorio Emanuele 46, Via Ugo Bassi, 1, 90030 Mezzojuso PA",https://maps.google.com/?cid=5545466204518158245&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-caravella-mezzojuso-cefal-diana,b-b-caravella-mezzojuso-cefal-diana,true
high,Cefal� Diana,Hotel Restaurant Diana,091 844 9109,http://www.hoteldiana-ustica.com/,"C/da San Paolo, snc, 90051 Ustica PA",https://maps.google.com/?cid=8660260496162317202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-restaurant-diana-cefal-diana,hotel-restaurant-diana-cefal-diana,true
high,Centuripe,Borgo Ginuga,329 392 1772,http://borgo-ginuga.com.es/,"c.da coco, 94010 Centuripe EN",https://maps.google.com/?cid=5359212048371305230&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/borgo-ginuga-centuripe,borgo-ginuga-centuripe,true
high,Cerami,B&B San Francesco,320 685 9491,http://b-b-san-francesco.com.es/,"Via Santa Elia, 39, 94014 Nicosia EN",https://maps.google.com/?cid=14157761688583126957&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-san-francesco-cerami,b-b-san-francesco-cerami,true
high,Cerda,Affittacamere Indios,393 005 7274,https://affittacamere-indios.dormireinitalia.top/,"Via Vivirito, 35, 90052 Cerda PA",https://maps.google.com/?cid=15802721918803431612&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/affittacamere-indios-cerda,affittacamere-indios-cerda,true
high,Cerda,Agriturismo Parco Di Nonna Betty Palermo,0921 427218,http://www.parcodinonnabetty.it/,"Via Landro, 90010 Lascari PA",https://maps.google.com/?cid=17788630939665734053&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-parco-di-nonna-betty-palermo-cerda,agriturismo-parco-di-nonna-betty-palermo-cerda,true
high,Cesar�,B&B Arzeria,329 293 3237,http://bnb-arzeria.com.es/,"Via S. Cesario, 173, 73020 Cavallino LE",https://maps.google.com/?cid=16533259931308785131&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-arzeria-cesar,b-b-arzeria-cesar,true
high,Cesar�,B&B Caesar,351 527 2066,https://sites.google.com/view/caesar-napoli/,"P.za Nicola Amore, 14, 80138 Napoli NA",https://maps.google.com/?cid=702301725234255596&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/b-b-caesar-cesar,b-b-caesar-cesar,true
high,Cesar�,Caesar's B&B,338 878 6355,https://caesars-bb.italyexperience.top/,"Via Prima Berardinetti, 33/A, 84018 Scafati SA",https://maps.google.com/?cid=996729766434587189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/caesar-s-b-b-cesar,caesar-s-b-b-cesar,true
high,Cesar�,Cesar Palace,06 440 2003,https://www.facebook.com/nomentana55/,"Via Nomentana, 55, 00161 Roma RM",https://maps.google.com/?cid=7862272603536397874&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/cesar-palace-cesar,cesar-palace-cesar,true
high,Cesar�,TENUTA CESARINA,370 152 7900,https://tenutacesarina.it/,"Contrada Trappeti, 73031 Alessano LE",https://maps.google.com/?cid=8731478570512981427&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/tenuta-cesarina-cesar,tenuta-cesarina-cesar,true
high,Chiaramonte Gulfi,Albergo Villa Nobile,0932 928537,http://www.albergovillanobile.com/,"Corso Umberto I, 168, 97012 Chiaramonte Gulfi RG",https://maps.google.com/?cid=3219614643922895569&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/albergo-villa-nobile-chiaramonte-gulfi,albergo-villa-nobile-chiaramonte-gulfi,true
high,Chiaramonte Gulfi,Il Vespro,333 917 0151,https://il-vespro.italiapaesaggiviaggi.top/,"Via Puglie, Viale della Resistenza, 43, 97013 Comiso RG",https://maps.google.com/?cid=13702372903071396946&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/il-vespro-chiaramonte-gulfi,il-vespro-chiaramonte-gulfi,true
high,Chiaramonte Gulfi,Terrazzani Suite,391 412 4931,http://www.terrazzanisuite.com/,"Via Matrice, 24, 97013 Comiso RG",https://maps.google.com/?cid=3976066954016746312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/terrazzani-suite-chiaramonte-gulfi,terrazzani-suite-chiaramonte-gulfi,true
high,Chignolo Po,Hotel Mondial,0377 57314,https://hotel-mondial.albergatore.top/,"SS 9 Via Emilia, 2, 26867 Alberone (LO)",https://maps.google.com/?cid=9957081873902300027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-mondial-abbadia-cerreto,hotel-mondial-abbadia-cerreto,true
high,Chiusa Sclafani,Agriturismo Casa Balata - Realmonte - Agrigento Valle dei Templi - Scala dei Turchi,366 870 5567,https://www.casabalata.it/,"Contrada Rina Cannameli 57, 92010 Realmonte AG",https://maps.google.com/?cid=15501175264440822684&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-casa-balata-realmonte-agrigento-vall-chiusa-sclafani,agriturismo-casa-balata-realmonte-agrigento-vall-chiusa-sclafani,true
high,Ciminna,Affittacamere Azzarello,327 547 4962,https://homeit.cyou/affittacamere-azzarello-8doc6b,"Via Piani 32, 90019 Trabia PA",https://maps.google.com/?cid=11705382476674150417&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/affittacamere-azzarello-ciminna,affittacamere-azzarello-ciminna,true
high,Ciminna,Casa Ennio by Villa Paola Ciminna,339 769 2082,https://www.airbnb.it/rooms/45554824?viralityEntryPoint=1&s=76,"Corso Umberto I, 75, 90023 Ciminna PA",https://maps.google.com/?cid=11293919923228397775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/casa-ennio-by-villa-paola-ciminna-ciminna,casa-ennio-by-villa-paola-ciminna-ciminna,true
high,Ciminna,Fast Room,333 707 3317,https://ourstayexperience.eu/fast-room-italy,"Corso Umberto I, 182, 90023 Ciminna PA",https://maps.google.com/?cid=10415874571000786746&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/fast-room-ciminna,fast-room-ciminna,true
high,Cinisi,Cinisi 89 B&B,339 105 1013,http://cinisi89bandb.wix.com/cinisi-89,"Via Luigi Einaudi, 89, 90045 Cinisi PA",https://maps.google.com/?cid=17676042730234645731&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/cinisi-89-b-b-cinisi,cinisi-89-b-b-cinisi,true
high,Cinisi,Domus Livi,331 366 4312,https://domuslivi.weebly.com/,"Via Venuti, 41, 90045 Cinisi PA",https://maps.google.com/?cid=7655844670368500769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/domus-livi-cinisi,domus-livi-cinisi,true
high,Cinisi,Le tre ninfe Cinisi,350 509 4859,http://cinisi.com.es/,"Via Gorizia, 3, 90045 Cinisi PA",https://maps.google.com/?cid=9451357630363228775&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/le-tre-ninfe-cinisi-cinisi,le-tre-ninfe-cinisi-cinisi,true
high,Cinisi,Ma Gra Vi,329 249 7292,http://www.magraviterrasini.com/,"Via Santa Rosalia, 111, 90049 Terrasini PA",https://maps.google.com/?cid=470155822744607999&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/ma-gra-vi-cinisi,ma-gra-vi-cinisi,true
high,Cinisi,Magaggiari Hotel Resort,091 866 5351,http://www.hotelmagaggiari.com/,"Via Impastato Peppino, 7, 90045 Cinisi PA",https://maps.google.com/?cid=8559075584274776974&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/magaggiari-hotel-resort-cinisi,magaggiari-hotel-resort-cinisi,true
high,Cinisi,Settegrana,331 744 9507,http://www.settegrana.it/,"Via Salvatore Badalamenti, 26, 90045 Cinisi PA",https://maps.google.com/?cid=9073078814454711117&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/settegrana-cinisi,settegrana-cinisi,true
high,Cinque Terre,Albergo la Colonnina,0187 817439,http://www.lacolonninacinqueterre.it/,"Via Zuecca, 6, 19016 Monterosso al Mare SP",https://maps.google.com/?cid=7055376325286926489&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/albergo-la-colonnina-cinque-terre,albergo-la-colonnina-cinque-terre,true
high,Cinque Terre,Hotel 5 Terre,0187 817543,https://www.hotel5terre-monterossoalmare.it/,"Via IV Novembre, 21, 19016 Monterosso al Mare SP",https://maps.google.com/?cid=14931872208856165152&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-5-terre-cinque-terre,hotel-5-terre-cinque-terre,true
high,Cinque Terre,Hotel Marina,351 415 7733,http://www.hotelmarina5terre.com/,"zona traffico limitato, parcheggio su prenotazione, https://maps.app.goo.gl/YUHSc3yBjd2KFGh67?g_st=com.google.maps.preview, Via Buranco, 40, 19016 Monterosso al Mare SP",https://maps.google.com/?cid=6693617135869554310&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-marina-cinque-terre,hotel-marina-cinque-terre,true
high,Cinque Terre,Hotel Pasquale,0187 817477,http://www.hotelpasquale.it/,"Via Fegina, 4, 19016 Monterosso al Mare SP",https://maps.google.com/?cid=10366103914981122348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/hotel-pasquale-cinque-terre,hotel-pasquale-cinque-terre,true
high,Collesano,Agriturismo Ilardo,328 483 5827,http://agriturismoilardo.com.es/,"c/da favara, 90016 Collesano PA",https://maps.google.com/?cid=18071912275260680805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-ilardo-collesano,agriturismo-ilardo-collesano,true
high,Collesano,Agriturismo Volpignano,349 776 2053,https://www.agriturismovolpignano.com/,"Contrada Volpignano, 90016 Collesano PA",https://maps.google.com/?cid=9880142621450242465&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,https://www.hotelsdrop.com/hotel/agriturismo-volpignano-collesano,agriturismo-volpignano-collesano,true
